Date,coef,conf_L,conf_H,MIN-MAX norm,FWD 6M RETURN,DM Equity,EM Equity,KR Equity,US_TRSY,EM_TRSY,COMDTY,GOLD,HY,CREDIT,REIT,CASH,GLOBAL_LR,DM_LR,EM_LR,KOSPI_LR,US_TRSY_LR,EM_TRSY_LR,COMDTY_LR,GOLD_LR,HY_LR,CREDIT_LR,REIT_LR,CASH_LR,Global Equity,DM Equity,EM Equity,KR Equity,US_TRSY_LR,EM_TRSY_LR,COMDTY_LR,GOLD_LR,HY_LR,CREDIT_LR,REIT_LR,CASH_LR,GLOBAL_LR,DM_LR,EM_LR,KOSPI_LR,US_TRSY_LR,EM_TRSY_LR,COMDTY_LR,GOLD_LR,HY_LR,CREDIT_LR,REIT_LR,CASH_LR,G7 CLI,MSCI AC World,CBOE VIX,AAII Sentiment Bullish
2006-01-31,1.906977528,0.418725733,3.395229322,91.59630615,2.116047402,-3.400670522,18.05799225,3.665911758,-5.651338183,-1.122567767,-26.03464836,32.98967729,-5.570448178,-7.396672351,-12.19583998,6.658604046,4.814303251,4.386091795,10.46663603,1.472952848,-0.298453722,1.19030424,4.242809147,10.31651251,2.096851485,1.115646126,7.54636118,0.341414831,,,,,,,,,,,,,,,,,,,,,,,,,101.07227,368.346465,12.95,30.77
2006-02-28,1.190321198,-1.272139942,3.652782337,83.2036635,4.83821052,1.719023465,27.09175487,18.83104068,-9.107931493,1.656963452,-64.89906568,31.937767,-3.863724827,-12.07711423,6.227658015,2.483628745,-0.107832861,-0.099339053,-0.169234587,-2.037323276,0.145439092,2.198136235,-10.65210519,-2.267267601,0.90985666,-0.373385146,2.118105606,0.348940722,,,,,,,,,,,,,,,,,,,,,,,,,101.20475,368.940295,12.34,43.21
2006-03-31,0.636689738,-1.300799106,2.574178582,76.7201779,3.896380697,5.241148421,19.05989624,3.786378676,-9.578406432,-4.363126763,-46.3030196,27.34375119,-2.263879068,-11.38280881,19.64464669,-1.184580539,2.136498034,2.229618029,0.916229191,-0.754386836,-1.084875282,-1.916136105,5.003136009,4.570215348,0.249746466,-1.061971095,4.992598558,0.355630891,,,,,,,,,,,,,,,,,,,,,,,,,101.29291,376.813781,11.39,37.21
2006-04-28,1.902209269,0.078039916,3.726378622,91.54046587,4.279091899,3.870955045,25.8614744,-3.087076222,-10.74350974,-8.40617496,-36.03074294,34.78335146,-3.594046129,-7.882393332,1.744014156,3.484148269,3.319478934,3.040354287,6.864368521,4.329185163,-0.412940323,-0.08451657,6.140961432,10.12282784,1.113314134,1.626160593,-3.856962238,0.356467175,,,,,,,,,,,,,,,,,,,,,,,,,101.33436,380.766805,11.59,42.11
2006-05-31,0.692654179,-0.71898018,2.104288538,77.37556812,11.05046468,1.850284171,6.295362984,-16.26539911,-10.26451271,-9.539789991,-7.428848877,39.70912908,-0.407501461,-2.852302173,0.212560791,-1.308982704,-3.934394571,-3.381798047,-11.05644176,-7.457716793,0.03309805,-2.070266864,-0.772609537,1.387840317,-0.273709852,1.141824102,-2.807379413,0.363994177,,,,,,,,,,,,,,,,,,,,,,,,,101.33513,361.943685,16.44,33.04
2006-06-30,0.209606223,-1.087796016,1.507008461,71.71867414,13.30153274,3.259889063,3.033374878,-23.58221298,-9.971804873,-9.581213427,-0.673705656,26.40406527,-0.561943177,-3.903244257,17.60020929,-2.023414124,0.002185309,0.015714082,-0.21052103,-1.618852021,0.318189106,-0.005754899,1.155741203,-6.239686513,-0.412162353,-0.667717445,5.533516527,0.363994182,,,,,,,,,,,,,,,,,,,,,,,,,101.32681,363.095269,13.08,38.6
2006-07-31,-0.288897798,-1.223528388,0.645732793,65.88077677,13.60316077,0.710552586,-6.681420365,-15.77390509,-6.146107644,-2.865796255,4.010132675,17.41025664,0.652511291,-2.77324738,15.20049317,-3.743469631,0.700112558,0.642026461,1.440203506,0.206502136,1.230857137,3.219371755,1.985373705,3.049995645,1.657943468,1.187243209,3.489021494,0.383232451,,,,,,,,,,,,,,,,,,,,,,,,,101.33191,364.90931,14.95,34.88
2006-08-31,0.059007687,-0.712674683,0.830690058,69.95503983,10.50325211,1.918624734,-7.796234455,-11.35370705,-4.847512619,-4.716182276,3.006960179,14.41816744,0.277971174,-0.499855294,12.79722268,-3.205454508,2.614330257,2.620001564,2.556684088,4.145354874,1.457025987,2.569180809,-7.534323799,-1.433145548,1.846482127,1.500902016,3.305227078,0.387415146,,,,,,,,,,,,,,,,,,,,,,,,,101.3697,373.530596,12.31,39.35
2006-09-29,-0.659117962,-1.452120469,0.133884545,61.54519023,11.34000237,4.019205361,0.38392321,4.748791967,-2.098375428,1.387585671,-18.51665138,2.970135329,1.871713771,0.946151495,12.36859291,-8.081072906,1.194668211,1.222497375,0.841697649,1.385903127,0.924188885,0.557873949,-11.32407117,-3.966989181,0.941052667,0.153148709,1.927015005,0.390761498,,,,,,,,,,,,,,,,,,,,,,,,,101.44577,379.691532,11.98,51.32
2006-10-31,-1.270474896,-2.88374205,0.342792257,54.38569122,12.02119164,7.799753431,2.016312469,3.709224069,-2.402231263,5.281773175,-27.59293203,-12.25229624,2.257014967,-1.797195123,36.13704846,-13.15647191,3.702190135,3.624710595,4.671638722,-0.500009205,0.506407049,1.838301817,-2.601818398,0.748133165,1.687999127,1.135185697,6.112153936,0.383232532,,,,,,,,,,,,,,,,,,,,,,,,,101.54858,391.28467,11.1,52.17
2006-11-30,-0.14695493,-2.14987676,1.8559669,67.543046,12.21364607,7.232438224,19.80371362,4.319465668,-4.126551299,4.320818864,-38.41365922,-15.58255492,0.664411368,-3.426524927,36.41777768,-11.20933505,2.836978212,2.473565536,7.169206104,4.839936916,1.039244235,1.259402761,5.380700467,6.872230349,1.982807304,2.466790705,4.659150995,0.382395889,,,,,,,,,,,,,,,,,,,,,,,,,101.66529,396.616746,10.91,41.94
2006-12-29,-0.310129799,-2.621307284,2.001047686,65.63213235,9.703766116,11.68900093,30.83443408,13.07358708,-7.249056432,5.406010484,-53.40915779,-6.914593204,3.089867559,-5.315812943,21.57781626,-12.78209601,2.253253366,2.040200849,4.665062951,1.843734668,-0.825447756,0.662824378,-7.383907176,-2.299311431,1.034089077,-1.246737756,-2.289125203,0.389924884,,,,,,,,,,,,,,,,,,,,,,,,,101.78731,407.207445,11.56,46
2007-01-31,-0.528231186,-3.074329567,2.017867196,63.07798342,7.179575293,15.54407906,29.66537416,6.825758299,-8.865956618,0.305460582,-57.02690749,-3.926136028,2.648560765,-7.674299801,35.13591276,-12.63184571,1.001740588,1.193064774,-1.164328334,-5.31291951,-0.159444726,-0.304771072,-2.316500886,2.885190381,0.608888899,-0.646869717,8.532086344,0.405821283,,,,,,,,,,,,,,,,,,,,,,,,,101.90159,413.538182,10.42,39.51
2007-02-28,-0.166900296,-1.851869007,1.518068416,67.30946915,7.439477979,8.612753142,20.51799347,2.676306206,-6.527745111,-0.776138492,-37.93562616,1.487169794,3.125649352,-4.595244417,22.28276143,-8.867879219,-0.485578402,-0.474409719,-0.627033396,4.113603441,1.644709965,1.702058679,4.207252371,2.084201099,1.515337977,2.177937746,-2.265604996,0.414188683,,,,,,,,,,,,,,,,,,,,,,,,,102.00732,408.29837,15.42,53.85
2007-03-30,0.6004129,-0.431468008,1.632293808,76.2953459,10.67340686,6.352379602,18.65793644,-4.893730265,-6.273186292,-0.50658376,-19.92484313,3.292542611,2.419230104,-3.586580211,7.445015353,-2.982180461,2.031418467,1.865053803,3.881047958,2.721674879,-0.048726348,0.969914952,3.183097941,-0.369546784,0.391020431,-0.144839577,-2.595316956,0.412515225,,,,,,,,,,,,,,,,,,,,,,,,,102.10053,414.077162,14.64,42.68
2007-04-30,0.873272839,-0.069695703,1.816241381,79.4907631,10.13733549,7.033237027,15.89978764,4.976890614,-4.998857624,-2.265625784,-18.76679664,4.824307904,2.520192252,-2.224073319,-6.541767523,-0.457294547,4.383379413,4.37245797,4.520679459,5.992897429,0.513813639,0.862434056,-0.27542109,2.278343181,1.473273063,1.3204161,-0.041184466,0.412515198,,,,,,,,,,,,,,,,,,,,,,,,,102.17159,427.686395,14.22,39.24
2007-05-31,0.747856575,-0.701558317,2.197271468,78.02203417,2.691379368,12.79658361,17.09902844,20.89100865,-4.837069154,-1.018315877,-26.35141527,-8.925781643,3.482691559,-5.892200028,-10.34570547,3.101175187,3.029432636,2.856782005,4.88694635,9.792967701,-0.901763286,-0.386037544,-1.565525935,-2.679600485,0.266820045,-1.441996662,0.067178474,0.41753588,,,,,,,,,,,,,,,,,,,,,,,,,102.20582,440.920955,13.05,37.35
2007-06-29,1.050603391,-0.309827447,2.411034229,81.56745159,1.887755058,7.687141404,15.69091853,20.02425081,-0.982125236,-4.610688748,-8.137086455,-7.642821078,0.413779735,-2.004552418,-27.2817943,6.842977758,-0.256626587,-0.731831409,4.559413618,2.550675658,-0.043500721,-1.906472432,3.170342886,-1.313397011,-1.697668349,-0.325971941,-9.858114136,0.422556923,,,,,,,,,,,,,,,,,,,,,,,,,102.19081,438.180462,16.23,39.02
2007-07-31,1.709144473,-1.10642994,4.524718886,89.27951627,-5.121478217,0.225359061,23.67952933,43.16899414,5.443828074,-4.631197784,-1.374636627,-12.27936559,-4.640022869,3.682099389,-65.92258712,12.64799999,-1.522450235,-2.22347064,5.181954178,10.32649641,1.644548784,-0.905920522,5.397703846,2.279733988,-3.035244212,1.108408116,-8.17309869,0.417535969,,,,,,,,,,,,,,,,,,,,,,,,,102.12152,427.581726,23.52,44.21
2007-08-31,1.262669753,-0.91136414,3.436703646,84.05092536,-4.569773647,3.238716802,25.31838919,34.97434087,4.576986526,-4.416631341,-11.41737794,-10.87215046,-5.892984448,0.13863135,-45.53515627,9.887235728,-0.225675716,-0.023645937,-2.102023704,-3.153743594,1.55540849,1.204366766,-4.276966312,0.971970269,0.853761861,0.54810729,5.745878224,0.425904418,,,,,,,,,,,,,,,,,,,,,,,,,102.00653,426.140444,23.38,40.3
2007-09-28,1.736548564,-0.287481592,3.760578719,89.60044101,-11.25721736,3.815528367,29.35118017,26.64859672,1.256073275,-7.43644263,-11.72079165,-0.241966176,-5.525761359,-0.825158563,-42.70720438,7.385946225,5.265347353,4.684199232,10.48960375,3.83848405,0.537810463,2.245572919,9.736077482,10.04377042,3.11460372,1.957522153,3.836446949,0.441806406,,,,,,,,,,,,,,,,,,,,,,,,,101.87396,440.540178,18,49.37
2007-10-31,2.350608165,0.314439106,4.386777223,96.79159049,-9.60947712,-1.079664869,33.65882749,16.94919259,1.97805131,-5.116755868,-3.909080417,0.915865689,-6.594476346,-0.306837185,-46.74318291,10.24806052,3.847308043,3.041394628,10.58016629,5.904533824,0.783463297,2.355853718,9.173094749,6.070378898,1.257512184,1.833729603,1.138475877,0.446828655,,,,,,,,,,,,,,,,,,,,,,,,,101.73767,452.712118,18.53,31.25
2007-11-30,1.099341397,-1.021599809,3.220282603,82.13821424,-3.518667484,-9.271020948,23.67341526,0.406490412,9.606363847,-2.415168713,13.84324924,17.75120763,-9.279821188,4.837134911,-53.89436163,4.742511183,-4.416523491,-4.066414431,-7.327680565,-8.004682954,3.022824414,-0.371158266,-3.767458653,-0.76287719,-1.914144749,0.507965839,-10.22536531,0.446828663,,,,,,,,,,,,,,,,,,,,,,,,,101.59505,431.711283,22.87,28.57
2007-12-31,1.159740289,-0.908552434,3.228033012,82.84553559,-10.98832264,-12.35205126,12.97163931,-4.779724678,7.840878937,0.448507318,15.65398704,30.25330174,-7.484029781,2.800328688,-48.31415443,2.961317115,-1.060250896,-1.268107616,0.560153258,0.911809445,0.080034539,0.621097137,5.605224883,6.216253543,0.2810406,-0.382490158,-5.465242516,0.467757228,,,,,,,,,,,,,,,,,,,,,,,,,101.45002,428.539559,22.5,30
2008-01-31,-0.156221504,-2.720861514,2.408418506,67.4345267,-5.056846303,-20.00971178,-9.944426795,-39.23990183,7.272758183,4.406547371,25.91964438,57.43234345,-4.538050332,2.326619964,-18.65933124,-4.966491376,-8.53168351,-7.923113877,-13.39395631,-15.50269105,2.506973791,0.840781392,-0.025450917,10.19664565,-1.081918318,1.491822794,-0.48004801,0.486178057,,,,,,,,,,,,,,,,,,,,,,,,,101.29762,390.265708,26.2,25.14
2008-02-29,0.80481176,-2.276015221,3.885638741,78.68902683,-7.510502201,-23.64550107,-2.519938069,-35.40724241,8.698665012,2.025653008,41.31786402,57.93000116,-6.787700257,4.410091984,-47.65387064,1.631977269,0.326028853,-0.523776071,7.052901919,5.22104325,1.133165254,-0.167591699,10.66849958,5.094121508,-0.944683333,0.808394177,-3.841836472,0.459385283,,,,,,,,,,,,,,,,,,,,,,,,,101.12578,386.276012,26.54,34.31
2008-03-31,-0.190105126,-2.744057731,2.363847479,67.03772126,-19.38922496,-26.40456185,-17.33449197,-24.73069794,12.34484455,2.764587617,39.92519729,43.5387998,-8.953075903,4.840063502,-26.54005864,0.549393542,-1.422096355,-0.90516746,-5.412871757,-0.316256733,0.691281861,-0.041333869,-1.18109201,-3.990030584,-0.120051494,0.134480539,6.435830594,0.432599642,,,,,,,,,,,,,,,,,,,,,,,,,100.92508,376.099397,25.61,41.6
2008-04-30,-0.251659423,-2.182082571,1.678763725,66.31686916,-46.93814724,-19.93507307,-20.08419684,-19.95188261,9.277112601,2.043823621,39.81763295,20.24285235,-2.66129877,3.128854436,-14.1034296,2.225604939,5.495048278,5.19780228,7.812388847,6.887269727,-1.733565372,1.006589993,7.663259683,-6.929898613,3.455754831,-0.010866177,5.981745564,0.449339888,,,,,,,,,,,,,,,,,,,,,,,,,100.67435,398.656729,20.79,46.67
2008-05-30,1.063893683,-0.788361476,2.916148842,81.72309199,-55.32951839,-14.61023787,-19.80775384,-20.93477359,0.757167333,0.943879823,43.59752544,10.90755659,1.611375561,-0.282244471,-10.11333942,7.930844438,1.674286145,1.643369038,1.904068363,1.45991478,-1.174290529,0.122709735,8.712836313,1.679276689,0.575443568,-0.796437201,0.224603949,0.44766569,,,,,,,,,,,,,,,,,,,,,,,,,100.34312,403.551401,17.83,31.36
2008-06-30,0.378397171,-2.256883427,3.01367777,73.69535676,-43.17563172,-23.18125025,-30.19808337,-29.92857623,4.851089497,-0.533939752,63.61291581,18.35273221,-1.657512461,2.734031745,-11.59939076,7.547983557,-8.529906053,-8.268369511,-10.52285032,-9.964103132,0.782541953,-1.944873316,8.82931899,4.901862348,-2.806444482,-0.387008564,-11.74203992,0.447665693,,,,,,,,,,,,,,,,,,,,,,,,,99.90194,369.019559,23.95,31.25
2008-07-31,0.564589753,-0.73933858,1.868518085,75.875827,-49.48659566,-12.16855984,-12.60268614,-10.58512168,2.129273597,1.017585521,35.09446675,-5.548401223,-0.757756851,0.320073118,-6.324498918,9.425625673,-2.600207171,-2.448245336,-3.778531233,-4.909368808,0.421819612,1.106977388,-13.05380417,-1.325597661,-1.148941923,-0.322881049,2.845899976,0.448502809,,,,,,,,,,,,,,,,,,,,,,,,,99.3375,360.472997,22.94,35.82
2008-08-29,-0.875270667,-2.334637974,0.584096641,59.01386198,-57.58798631,-5.348399698,-21.29399061,-13.25330979,2.031747299,5.231277657,24.65076279,-18.83263857,1.691079008,-4.451631098,25.97271103,3.60239198,-2.127627045,-1.35963805,-8.283589437,-7.852194803,1.241555066,0.804225894,-7.366899186,-9.716374845,-0.414018768,-2.000354046,2.241390923,0.474455354,,,,,,,,,,,,,,,,,,,,,,,,,98.64847,361.445373,20.65,30.68
2008-09-30,-1.331412132,-2.897241946,0.234417683,53.67206543,-36.30492578,-17.23908268,-32.42376662,-2.602873648,8.173847939,-0.381270984,16.31603562,13.22557039,-6.477907659,-12.31863657,25.24263706,8.485447151,-13.30081911,-12.60941697,-19.22585435,-1.762333325,0.610225864,-7.088806545,-13.28695523,5.998887143,-8.617182295,-7.843873469,-0.419512,0.483665864,,,,,,,,,,,,,,,,,,,,,,,,,97.84922,321.13184,39.39,34.04
2008-10-31,-4.208342571,-5.95183204,-2.464853103,19.9808133,-3.014800439,-25.61268364,-34.23694667,-1.750777269,18.54100385,-5.002352603,16.58959725,41.44449515,-18.81237853,-11.45032928,14.78090338,5.509468355,-22.053874,-20.99160962,-31.94911872,-26.30444893,-0.110289808,-16.12378083,-33.12671235,-19.09511096,-20.63300157,-8.610318786,-39.13213983,0.487015446,,,,,,,,,,,,,,,,,,,,,,,,,96.99459,266.421308,59.89,37.14
2008-11-28,-5.67427205,-7.963357541,-3.385186559,2.813557871,13.31171136,-32.61028559,-27.84749001,8.82938847,25.73336416,0.335491475,-1.340186881,75.36599323,-29.07660862,-9.070427303,-2.054605001,-8.264633928,-6.717085006,-6.607619038,-7.814057464,-3.378968884,5.171048959,2.448465861,-16.06535672,10.85030241,-6.975333362,2.248852846,-28.17160273,0.49957703,,,,,,,,,,,,,,,,,,,,,,,,,96.18713,250.138583,55.28,31.25
2008-12-31,-5.241359636,-7.835695254,-2.647024019,7.883322888,9.171744561,-26.47869402,-11.93055493,21.52190889,20.66654247,7.884499425,-66.0985181,61.79071042,-20.98883807,-6.007412586,37.20024922,-17.5598927,3.623980612,3.206998798,7.734931593,5.861619092,3.331501721,7.481401519,-14.29323023,6.563138599,7.40843891,6.245435451,16.29947576,0.455199571,,,,,,,,,,,,,,,,,,,,,,,,,95.52059,253.113285,40,28.95
2009-01-30,-5.500735745,-8.110277082,-2.891194407,4.845812577,26.54813155,-36.07232826,-13.10850896,40.78150311,13.46364825,7.080244894,-52.61611195,77.16804003,-8.152454921,-11.00544368,3.218797498,-20.75738601,-8.911171107,-9.134921013,-6.790763096,3.29318352,-2.959419433,0.84799589,-9.365464552,5.562423001,4.726451923,-2.539955183,-19.94450066,0.328036878,,,,,,,,,,,,,,,,,,,,,,,,,95.06022,235.899861,44.84,25.27
2009-02-27,-5.914524631,-9.084479671,-2.744569592,0,40.34210401,-47.77259135,-0.088639363,46.90494826,8.516605804,4.139904567,-42.22014594,107.9151744,-10.86414904,-11.67489892,-30.35103226,-24.50517616,-10.2290177,-10.71370285,-5.841219048,-8.911007452,-0.527382733,-1.20024459,-6.293095976,3.473499075,-2.823864875,-2.397030734,-24.65528634,0.246971158,,,,,,,,,,,,,,,,,,,,,,,,,94.84261,215.597443,46.35,24.3
2009-03-31,-4.985376611,-7.746973339,-2.223779883,10.88109736,36.87631293,-26.94990233,37.90199125,51.37557603,1.775406042,10.51797391,-39.44049681,64.9756817,-3.121426302,-6.627117937,-59.52835452,-30.87933104,7.982241414,7.340396034,13.46615657,12.75830002,2.155367116,3.670037341,4.406352255,-3.800296751,3.645350533,1.038439285,3.169486509,0.207715421,,,,,,,,,,,,,,,,,,,,,,,,,94.88695,229.58184,44.14,39.13
2009-04-30,-1.544765137,-4.085788777,0.996258503,51.173524,24.10531057,-16.27512808,42.55016769,50.2340568,-14.9313948,20.32754884,-72.51242343,33.72850605,20.45419858,-5.343103564,-29.69991515,-28.53251294,11.23625135,10.72648879,15.35697234,12.68298944,-1.841004986,5.246587266,-0.922962261,-3.695378104,10.33525155,3.295073231,28.37385435,0.202705193,,,,,,,,,,,,,,,,,,,,,,,,,95.17924,253.05345,36.5,31.82
2009-05-29,0.450427883,-1.517983972,2.418839738,74.5388964,18.57671512,-8.268705824,45.99793383,23.46514681,-24.486917,14.13469137,-51.39579864,6.893505913,35.84645116,-0.208478572,-24.48372944,-17.4940996,9.609426794,8.789158849,15.86016376,1.91910542,-1.014192907,3.715084165,17.95425911,9.934187382,8.063912154,6.397573576,2.533389617,0.201035144,,,,,,,,,,,,,,,,,,,,,,,,,95.65443,268.164342,28.92,40.37
2009-06-30,0.200667947,-1.593641728,1.994977621,71.61399948,21.19262708,-5.710422445,40.34665117,22.52176907,-25.08586561,9.731381201,-8.743652254,-4.813615685,35.90249307,-1.17119415,-50.35489948,-12.62264488,-0.515986188,-0.402729397,-1.327430214,-0.343912076,-0.212181121,1.310679041,0.567708202,-4.293853317,3.062118349,2.104180724,-3.557222072,0.201035092,,,,,,,,,,,,,,,,,,,,,,,,,96.24436,267.114499,26.35,28
2009-07-31,1.434497484,-0.202554338,3.071549307,86.06317124,8.321417082,11.64353829,44.71740064,13.28073638,-18.9432891,6.351513884,-21.11396809,-33.30223095,26.04094697,7.374140573,-28.01530953,-8.033479062,8.465215884,8.154038469,10.70089505,11.35982299,0.417573314,3.039589765,0.442971205,0.480385231,5.869279783,4.268753325,9.908436986,0.201035187,,,,,,,,,,,,,,,,,,,,,,,,,96.8849,287.362152,25.92,47.67
2009-08-31,2.624577531,0.770170688,4.478984373,100,6.0614519,24.6628993,26.46287016,11.85103774,-16.39873443,5.453566747,-43.95875323,-54.1880081,25.62155533,11.95061658,11.84845744,-3.305507539,3.564954766,4.096242657,-0.338743601,2.20843682,0.886522999,1.882695914,-2.392702093,1.741928447,2.726682372,2.233022888,13.6633578,0.201035084,,,,,,,,,,,,,,,,,,,,,,,,,97.52451,296.163021,26.01,33.98
